id,name,art,prod,year,income
wr_kimu,Kiel Murray,7,,,
wr_kiwi,Kirk Wise,7,,,
wr_klha,Klay Hall (Writer),7,,,
wr_lacl,Larry Clemons,7,,,
wr_laka,Lawrence Kasdan,7,,,
wr_lale,Larry Leker,7,,,
wr_lamo,Larry Morey,7,,,
wr_lano,Lance Nolley,7,,,
wr_lejo,Leon Joosen,7,,,
wr_leun,Lee Unkrich,7,,,
wr_liwo,Linda Woolverton,7,,,
wr_loca,Lorne Cameron,7,,,
wr_loco,Lorna Cook,7,,,
wr_maal,Matthew Aldrich,7,,,
wr_maand,Mark Andrews,7,,,
wr_maas,Matt Aselton,7,,,
wr_maco,Mark McCorkle,7,,,
wr_madi,Mark Dindal,7,,,
wr_mafe,Mark Fergus,7,,,
wr_magi,Mark Gibson,7,,,
wr_magr,Matt Groening,7,,,
wr_maho,Matt Holloway,7,,,
wr_mahy,Martin Hynes,7,,,
wr_maja,Matthew Janszen,7,,,
wr_maka,Mark Kausler,7,,,
wr_make,Mark Kennedy,7,,,
wr_malo,Matt Lopez,7,,,
wr_maoca,Matthew O'Callaghan,7,,,
wr_maol,Martin Olson,7,,,
wr_mape,Mark Perez,7,,,
wr_mara,Maurice Rapf,7,,,
wr_mastjo,Mark Steven Johnson,7,,,
wr_mefa,Meg LeFauve,7,,,
wr_mema,Merrill De Maris,7,,,
wr_mesh,Melvin Shaw,7,,,
wr_miba,Milt Banta,7,,,
wr_mice,Michael Cedeno,7,,,
wr_midi,Michael Diederich,7,,,
wr_mido,Michael McDowell,7,,,
wr_miga,Mike Gabriel,7,,,
wr_migi,Michael Giacchino,7,,,
wr_mila,Michael LaBash,7,,,
wr_miri,Mike Rich,7,,,
wr_misp,Michelle Spritz,7,,,
wr_nagr,Nathan Greno,7,,,
wr_nipe,Nicole Perlman,7,,,
wr_nowh,Noni White,7,,,
wr_oten,Otto Englander,7,,,
wr_page,Paul Germain,7,,,
wr_pari,Pamela Ribon,7,,,
wr_paru,Paul Rudish,7,,,
wr_pave,Patrick A. Ventura,7,,,
wr_pedo,Pete Docter,7,,,
wr_peho,Peggy Holmes (Writer),7,,,
wr_pepe,Perce Pearce,7,,,
wr_peso,Peter Sohn,7,,,
wr_pess,Peter S. Seaman,7,,,
wr_peyo,Peter Young,7,,,
wr_phha,Philip Halprin,7,,,
wr_phjo,Phil Johnston,7,,,
wr_phka,Philip Kaufman,7,,,
wr_phla,Philip LaZebnik,7,,,
wr_phlo,Phil Lorin,7,,,
wr_raca,Randy Cartwright,7,,,
wr_raeg,Ralph Eggleston,7,,,
wr_rajo,Rashida Jones,7,,,
wr_rasi,Raymond Singer,7,,,
wr_rawr,Ralph Wright,7,,,
wr_razo,Ralph Zondag,7,,,
wr_rere,Rebecca Rees,7,,,
wr_ricr,Richard Creedon,7,,,
wr_rihs,Rita Hsiao,7,,,
wr_rihu,Richard Huemer,7,,,
wr_rima,Rick Maki,7,,,
wr_rimo,Rich Moore,7,,,
wr_riri,Richard Rich,7,,,
wr_roal,Roger Allers,7,,,
wr_roan,Ron Anderson,7,,,
wr_roba,Robert L. Baird,7,,,
wr_roca,Ronnie del Carmen,7,,,
wr_rocl,Ron Clements (Writer),7,,,
wr_roda,Roald Dahl,7,,,
wr_rodsaso,Robert D. San Souci,7,,,
wr_roed,Rob Edwards,7,,,
wr_rofr,Ron J. Friedman,7,,,
wr_roga,Roberts Gannaway,7,,,
wr_rogi,Robert Gibbs,7,,,
wr_role,Robert Lence,7,,,
wr_romo,Roy Morita,7,,,
wr_rosch,Robert Schooley,7,,,
wr_rosi,Robert Siegel,7,,,
wr_rowi,Roy Williams,7,,,
wr_ryro,Ryan Rowe,7,,,
wr_sale,Sam Levine,7,,,
wr_scgo,Scott Gorden,7,,,
wr_shmo,Shane Morris,7,,,
wr_sile,Sinclair Lewis,7,,,
wr_stan,Stephen Anderson,7,,,
wr_stbe,Steve Bencich,7,,,
wr_stbl,Steven Bloom,7,,,
wr_stfo,Stephany Folsom,7,,,
wr_sthu,Steve Hulett,7,,,
wr_stlo,Steve Loter (Writer),7,,,
wr_stpu,Steve Purcell,7,,,
wr_stwe,Stevie Wermers-Skelton,7,,,
wr_sugr,Susannah Grant,7,,,
wr_suni,Sue Nicholas,7,,,
wr_syho,Sylvia Holland,7,,,
wr_tamu,Tab Murphy,7,,,
wr_tast,Tad Stones,7,,,
wr_tebe,Ted Berman,7,,,
wr_teel,Ted Elliott,7,,,
wr_tehu,Ted Hughes,7,,,
wr_tema,Temple Mathews,7,,,
wr_tene,Teddy Newton,7,,,
wr_tero,Terry Rossio,7,,,
wr_tese,Ted Sears,7,,,
wr_thee,T. Hee,7,,,
wr_then,Thom Enriquez,7,,,
wr_thha,Thomas Hart,7,,,
wr_thmdi,Thomas M. Disch,7,,,
wr_tibu,Tim Burton,7,,,
wr_tidi,Tim Disney,7,,,
wr_tihe,Tim Herlihy,7,,,
wr_toca,Tom McCarthy,7,,,
wr_tocr,Tony Craig,7,,,
wr_toel,Tom Ellery,7,,,
wr_togo,Tom McGowan,7,,,
wr_toku,Todd Kurosawa,7,,,
wr_tona,Tom Nance,7,,,
wr_toor,Tom Oreb,7,,,
wr_toro,Tom Rogers,7,,,
wr_torow,Tom Rowe,7,,,
wr_tosi,Tom Sito,7,,,
wr_trsh,Trudy Ship,7,,,
wr_ubiw,Ub Iwerks,7,,,
wr_vage,Vance Gerry,7,,,
wr_vapo,Valerie LaPointe,7,,,
wr_vest,Vernon Stallings,7,,,
wr_vist,Victoria Strouse,7,,,
wr_wadi,Walt Disney,7,,,
wr_webe,Wesley Bender,7,,,
wr_wesm,Webb Smith,7,,,
wr_wico,William Cottrell,7,,,
wr_wifi,Will Finn,7,,,
wr_wihi,Winston Hibler,7,,,
wr_wijo,William Joyce,7,,,
wr_wowo,Woody Woodman,7,,,
wr_xaat,Xavier Atencio,7,,,
wr_zape,Zak Penn,7,,,
